,Concept,Occurence,Frequency,Mean,Median,Sdev
1108,low-mass star,[406],1,0.8302658486707567,0.8302658486707567,0.0
1109,type l,[406],1,0.8302658486707567,0.8302658486707567,0.0
1110,sub-divisions,[407],1,0.8323108384458078,0.8323108384458078,0.0
1111,letter,[407],1,0.8323108384458078,0.8323108384458078,0.0
1112,o1,[408],1,0.8343558282208589,0.8343558282208589,0.0
1113,high temperature,[408 468],2,0.8957055214723927,0.8957055214723927,0.06134969325153374
1114,class o0,[408],1,0.8343558282208589,0.8343558282208589,0.0
1115,luminosity effect,[409],1,0.83640081799591,0.83640081799591,0.0
1116,spatial size,[409],1,0.83640081799591,0.83640081799591,0.0
1117,v,[410],1,0.8384458077709611,0.8384458077709611,0.0
1118,iii,[410],1,0.8384458077709611,0.8384458077709611,0.0
1119,giant,[410 424],2,0.852760736196319,0.852760736196319,0.014314928425357873
1120,hypergiants,[410],1,0.8384458077709611,0.8384458077709611,0.0
1121,author,[410],1,0.8384458077709611,0.8384458077709611,0.0
1122,main sequence dwarf,[410],1,0.8384458077709611,0.8384458077709611,0.0
1123,vii,[410],1,0.8384458077709611,0.8384458077709611,0.0
1124,diagonal band,[411],1,0.8404907975460123,0.8404907975460123,0.0
1125,ordinary size,[412],1,0.8425357873210634,0.8425357873210634,0.0
1126,main sequence g2v yellow dwarf,[412],1,0.8425357873210634,0.8425357873210634,0.0
1127,intermediate temperature,[412],1,0.8425357873210634,0.8425357873210634,0.0
1128,peculiar feature,[413],1,0.8445807770961146,0.8445807770961146,0.0
1129,lower-case letter,[413],1,0.8445807770961146,0.8445807770961146,0.0
1130,additional nomenclature,[413],1,0.8445807770961146,0.8445807770961146,0.0
1131,unusually strong level,[414],1,0.8466257668711656,0.8466257668711656,0.0
1132,presence,[414],1,0.8466257668711656,0.8466257668711656,0.0
1133,var,[414],1,0.8466257668711656,0.8466257668711656,0.0
1134,letter d,[415],1,0.8486707566462167,0.8486707566462167,0.0
1135,own class,[415],1,0.8486707566462167,0.8486707566462167,0.0
1136,white dwarf star,[415],1,0.8486707566462167,0.8486707566462167,0.0
1137,db,[416],1,0.8507157464212679,0.8507157464212679,0.0
1138,dq,[416],1,0.8507157464212679,0.8507157464212679,0.0
1139,dz,[416],1,0.8507157464212679,0.8507157464212679,0.0
1140,class da,[416],1,0.8507157464212679,0.8507157464212679,0.0
1141,dc,[416],1,0.8507157464212679,0.8507157464212679,0.0
1142,do,[416],1,0.8507157464212679,0.8507157464212679,0.0
1143,prominent line,[416],1,0.8507157464212679,0.8507157464212679,0.0
1144,type,[416 427],2,0.8619631901840491,0.8619631901840491,0.011247443762781187
1145,numerical value,[417],1,0.852760736196319,0.852760736196319,0.0
1146,random change,[418],1,0.8548057259713702,0.8548057259713702,0.0
1147,extrinsic property,[418],1,0.8548057259713702,0.8548057259713702,0.0
1148,variable star,[418 421 425],3,0.8616223585548739,0.8609406952965235,0.005863889070922036
1149,primary type,[419],1,0.8568507157464212,0.8568507157464212,0.0
1150,intrinsically variable star,[419],1,0.8568507157464212,0.8568507157464212,0.0
1151,principal group,[419],1,0.8568507157464212,0.8568507157464212,0.0
1152,pulsating variable,[420],1,0.8588957055214724,0.8588957055214724,0.0
1153,phase,[420],1,0.8588957055214724,0.8588957055214724,0.0
1154,minute,[421],1,0.8609406952965235,0.8609406952965235,0.0
1155,long-period variable,[422],1,0.8629856850715747,0.8629856850715747,0.0
1156,category,[422],1,0.8629856850715747,0.8629856850715747,0.0
1157,cepheid,[422],1,0.8629856850715747,0.8629856850715747,0.0
1158,mira,[422],1,0.8629856850715747,0.8629856850715747,0.0
1159,cepheid-like star,[422],1,0.8629856850715747,0.8629856850715747,0.0
1160,experience,[423],1,0.8650306748466258,0.8650306748466258,0.0
1161,eruptive variable,[423],1,0.8650306748466258,0.8650306748466258,0.0
1162,mass ejection event,[423],1,0.8650306748466258,0.8650306748466258,0.0
1163,sudden increase,[423],1,0.8650306748466258,0.8650306748466258,0.0
1164,flare,[423],1,0.8650306748466258,0.8650306748466258,0.0
1165,flare star,[424],1,0.8670756646216768,0.8670756646216768,0.0
1166,supergiant star,[424],1,0.8670756646216768,0.8670756646216768,0.0
1167,protostars,[424],1,0.8670756646216768,0.8670756646216768,0.0
1168,cataclysmic,[425],1,0.869120654396728,0.869120654396728,0.0
1169,dramatic change,[425],1,0.869120654396728,0.869120654396728,0.0
1170,certain type,[427],1,0.8732106339468303,0.8732106339468303,0.0
1171,spectacular stellar explosion,[427],1,0.8732106339468303,0.8732106339468303,0.0
1172,explosion,[428],1,0.8752556237218814,0.8752556237218814,0.0
1173,undergoes fusion,[428],1,0.8752556237218814,0.8752556237218814,0.0
1174,white dwarf accretes,[428],1,0.8752556237218814,0.8752556237218814,0.0
1175,companion star,[428],1,0.8752556237218814,0.8752556237218814,0.0
1176,periodic outburst,[429],1,0.8773006134969326,0.8773006134969326,0.0
1177,moderate amplitude,[429],1,0.8773006134969326,0.8773006134969326,0.0
1178,extrinsic factor,[430],1,0.8793456032719836,0.8793456032719836,0.0
1179,extreme starspots,[430],1,0.8793456032719836,0.8793456032719836,0.0
1180,notable example,[431],1,0.8813905930470347,0.8813905930470347,0.0
1181,algol,[431],1,0.8813905930470347,0.8813905930470347,0.0
1182,regularly varies,[431],1,0.8813905930470347,0.8813905930470347,0.0
1183,force,[435],1,0.8895705521472392,0.8895705521472392,0.0
1184,stable star,[435 446],2,0.9008179959100204,0.9008179959100204,0.011247443762781187
1185,small volume,[435],1,0.8895705521472392,0.8895705521472392,0.0
1186,outward force,[436],1,0.8916155419222904,0.8916155419222904,0.0
1187,balanced force,[436],1,0.8916155419222904,0.8916155419222904,0.0
1188,pressure gradient,[436 437],2,0.8926380368098159,0.8926380368098159,0.0010224948875255625
1189,out part,[437],1,0.8936605316973415,0.8936605316973415,0.0
1190,temperature gradient,[437],1,0.8936605316973415,0.8936605316973415,0.0
1191,further collapse,[439],1,0.8977505112474438,0.8977505112474438,0.0
1192,sufficient energy,[439],1,0.8977505112474438,0.8977505112474438,0.0
1193,resulting temperature,[439],1,0.8977505112474438,0.8977505112474438,0.0
1194,hydrogen-burning core,[439],1,0.8977505112474438,0.8977505112474438,0.0
1195,photon,[441 460],2,0.9212678936605317,0.9212678936605317,0.019427402862985686
1196,thermal energy,[441],1,0.901840490797546,0.901840490797546,0.0
1197,main sequence convert hydrogen,[442],1,0.9038854805725971,0.9038854805725971,0.0
1198,energy production cease,[443],1,0.9059304703476483,0.9059304703476483,0.0
1199,helium content,[443],1,0.9059304703476483,0.9059304703476483,0.0
1200,fusion occurs,[445],1,0.9100204498977505,0.9100204498977505,0.0
1201,degenerate helium core,[445],1,0.9100204498977505,0.9100204498977505,0.0
1202,thermal equilibrium,[446],1,0.9120654396728016,0.9120654396728016,0.0
1203,energy balance,[446],1,0.9120654396728016,0.9120654396728016,0.0
1204,flux,[447 448 449],3,0.9161554192229039,0.9161554192229039,0.001669727159361403
1205,exterior,[447],1,0.9141104294478528,0.9141104294478528,0.0
1206,radial temperature gradient,[447],1,0.9141104294478528,0.9141104294478528,0.0
1207,convective heat transfer,[449],1,0.918200408997955,0.918200408997955,0.0
1208,zone,[449],1,0.918200408997955,0.918200408997955,0.0
1209,radiative heat transfer,[449],1,0.918200408997955,0.918200408997955,0.0
1210,energy outward,[449],1,0.918200408997955,0.918200408997955,0.0
1211,stellar interior,[449],1,0.918200408997955,0.918200408997955,0.0
1212,radiation zone,[449],1,0.918200408997955,0.918200408997955,0.0
1213,mass motion,[450],1,0.9202453987730062,0.9202453987730062,0.0
1214,convection,[451 453],2,0.9243353783231084,0.9243353783231084,0.002044989775051125
1215,convection zone,[451],1,0.9222903885480572,0.9222903885480572,0.0
1216,radiatative heat transfer inefficient,[452],1,0.9243353783231084,0.9243353783231084,0.0
1217,very high energy flux,[452],1,0.9243353783231084,0.9243353783231084,0.0
1218,outer envelope,[452 453],2,0.9253578732106339,0.9253578732106339,0.0010224948875255625
1219,area,[452],1,0.9243353783231084,0.9243353783231084,0.0
1220,high opacity,[452],1,0.9243353783231084,0.9243353783231084,0.0
1221,occurrence,[453],1,0.9263803680981595,0.9263803680981595,0.0
1222,radiative zone,[454],1,0.9284253578732107,0.9284253578732107,0.0
1223,several time,[454],1,0.9284253578732107,0.9284253578732107,0.0
1224,convection zone deep,[454],1,0.9284253578732107,0.9284253578732107,0.0
1225,convective zone,[455 458 467],3,0.9406952965235174,0.9366053169734151,0.010427442768083404
1226,red dwarf star,[456],1,0.9325153374233128,0.9325153374233128,0.0
1227,accumulation,[457],1,0.934560327198364,0.934560327198364,0.0
1228,star age,[458],1,0.9366053169734151,0.9366053169734151,0.0
1229,constitution,[458],1,0.9366053169734151,0.9366053169734151,0.0
1230,observer,[459],1,0.9386503067484663,0.9386503067484663,0.0
1231,average temperature,[462],1,0.9447852760736196,0.9447852760736196,0.0
1232,sun spot,[462],1,0.9447852760736196,0.9447852760736196,0.0
1233,level,[463],1,0.9468302658486708,0.9468302658486708,0.0
1234,chromosphere region,[464],1,0.9488752556237219,0.9488752556237219,0.0
1235,spicule,[464],1,0.9488752556237219,0.9488752556237219,0.0
1236,transition region,[465],1,0.950920245398773,0.950920245398773,0.0
1237,volume,[466],1,0.9529652351738241,0.9529652351738241,0.0
1238,super-heated plasma,[466],1,0.9529652351738241,0.9529652351738241,0.0
1239,very little light,[468],1,0.9570552147239264,0.9570552147239264,0.0
1240,low gas density,[468],1,0.9570552147239264,0.9570552147239264,0.0
1241,corona region,[469],1,0.9591002044989775,0.9591002044989775,0.0
1242,solar eclipse,[469],1,0.9591002044989775,0.9591002044989775,0.0
1243,plasma particle,[470],1,0.9611451942740287,0.9611451942740287,0.0
1244,influence,[471],1,0.9631901840490797,0.9631901840490797,0.0
1245,heliosphere,[471],1,0.9631901840490797,0.9631901840490797,0.0
1246,bubble-shaped region,[471],1,0.9631901840490797,0.9631901840490797,0.0
1247,solar wind,[471],1,0.9631901840490797,0.9631901840490797,0.0
1248,a variety,[472],1,0.9652351738241309,0.9652351738241309,0.0
1249,nuclear fusion reaction,[472],1,0.9652351738241309,0.9652351738241309,0.0
1250,nucleus fuse,[473],1,0.967280163599182,0.967280163599182,0.0
1251,fused product,[473],1,0.967280163599182,0.967280163599182,0.0
1252,original part,[473],1,0.967280163599182,0.967280163599182,0.0
1253,equivalence relationship e mc2,[474],1,0.9693251533742331,0.9693251533742331,0.0
1254,lost mass,[474],1,0.9693251533742331,0.9693251533742331,0.0
1255,hydrogen fusion process,[475],1,0.9713701431492843,0.9713701431492843,0.0
1256,significant increase,[475],1,0.9713701431492843,0.9713701431492843,0.0
1257,core temperature,[475 476],2,0.9723926380368099,0.9723926380368099,0.0010224948875255625
1258,moderate increase,[475],1,0.9713701431492843,0.9713701431492843,0.0
1259,fusion rate,[475],1,0.9713701431492843,0.9713701431492843,0.0
1260,massive o-class star,[476],1,0.9734151329243353,0.9734151329243353,0.0
1261,small m-class star,[476],1,0.9734151329243353,0.9734151329243353,0.0
1262,positron,[477],1,0.9754601226993865,0.9754601226993865,0.0
1263,reaction,[477 478 479 482],4,0.9795501022494888,0.9785276073619632,0.003825825548848611
1264,chain reaction,[477],1,0.9754601226993865,0.9754601226993865,0.0
1265,isotope,[477],1,0.9754601226993865,0.9754601226993865,0.0
1266,10-million-kelvin core,[477],1,0.9754601226993865,0.9754601226993865,0.0
1267,h,[477],1,0.9754601226993865,0.9754601226993865,0.0
1268,hydrogen fuse,[477],1,0.9754601226993865,0.9754601226993865,0.0
1269,overall reaction,[477 484],2,0.9826175869120655,0.9826175869120655,0.007157464212678937
1270,tiny amount,[478],1,0.9775051124744376,0.9775051124744376,0.0
1271,electron volt,[478],1,0.9775051124744376,0.9775051124744376,0.0
1272,million,[478],1,0.9775051124744376,0.9775051124744376,0.0
1273,radiation output,[479],1,0.9795501022494888,0.9795501022494888,0.0
1274,however enormous number,[479],1,0.9795501022494888,0.9795501022494888,0.0
1275,hydrogen gas molecule,[480],1,0.9815950920245399,0.9815950920245399,0.0
1276,combustion,[480],1,0.9815950920245399,0.9815950920245399,0.0
1277,comparison,[480],1,0.9815950920245399,0.9815950920245399,0.0
1278,oxygen gas molecule,[480],1,0.9815950920245399,0.9815950920245399,0.0
1279,ev,[481],1,0.983640081799591,0.983640081799591,0.0
1280,carbon-nitrogen-oxygen cycle,[482],1,0.9856850715746421,0.9856850715746421,0.0
1281,cycle,[482],1,0.9856850715746421,0.9856850715746421,0.0
1282,evolved star,[483],1,0.9877300613496932,0.9877300613496932,0.0
1283,triple-alpha process,[484],1,0.9897750511247444,0.9897750511247444,0.0
1284,contracting core,[484],1,0.9897750511247444,0.9897750511247444,0.0
1285,intermediate element beryllium,[484],1,0.9897750511247444,0.9897750511247444,0.0
1286,stellar nucleosynthesis process,[485],1,0.9918200408997955,0.9918200408997955,0.0
1287,so further energy,[485],1,0.9918200408997955,0.9918200408997955,0.0
1288,endothermic process,[485],1,0.9918200408997955,0.9918200408997955,0.0
1289,stable isotope iron-56,[485],1,0.9918200408997955,0.9918200408997955,0.0
1290,nuclear fuel,[486],1,0.9938650306748467,0.9938650306748467,0.0
1291,o-class,[487],1,0.9959100204498977,0.9959100204498977,0.0
1292,solar radius,[487],1,0.9959100204498977,0.9959100204498977,0.0
